name,description,justification,year,longitude,latitude,area_hectares,category,states,region,iso
Taj Mahal,"<p>An immense mausoleum of white marble, built in Agra between 1631 and 1648 by order of the Mughal emperor Shah Jahan in memory of his favourite wife, the Taj Mahal is the jewel of Muslim art in India and one of the universally admired masterpieces of the world's heritage.</p>",,1983,78.04222,27.17417,0,Cultural,India,Asia and the Pacific,in
Fatehpur Sikri,"<p>Built during the second half of the 16th century by the Emperor Akbar, Fatehpur Sikri (the City of Victory) was the capital of the Mughal Empire for only some 10 years. The complex of monuments and temples, all in a uniform architectural style, includes one of the largest mosques in India, the Jama Masjid.</p>",,1986,77.66417,27.09444,0,Cultural,India,Asia and the Pacific,in
Nanda Devi and Valley of Flowers National Parks  ,"<p>Nestled high in West Himalaya, India&rsquo;s Valley of Flowers National Park is renowned for its meadows of endemic alpine flowers and outstanding natural beauty. This richly diverse area is also home to rare and endangered animals, including the Asiatic black bear, snow leopard, brown bear and blue sheep. The gentle landscape of the Valley of Flowers National Park complements the rugged mountain wilderness of Nanda Devi National Park. Together they encompass a unique transition zone between the mountain ranges of the Zanskar and Great Himalaya, praised by mountaineers and botanists for over a century and in Hindu mythology for much longer.</p>","<p><em>Criterion (vii): </em>The Valley of Flowers is an outstandingly beautiful high-altitude Himalayan valley that has been acknowledged as such by renowned mountaineers and botanists in literature for over a century and in Hindu mythology for much longer. Its &lsquo;gentle&rsquo; landscape, breath-takingly beautiful meadows of alpine flowers and ease of access complement the rugged, mountain wilderness for which the inner basin of Nanda Devi National Park is renowned.</p> <p><em>Criterion (x): </em>The Valley of Flowers is internationally important on account of its diverse alpine flora, representative of the West Himalaya biogeographic zone. The rich diversity of species reflects the valley&rsquo;s location within a transition zone between the Zaskar and Great Himalaya ranges to the north and south, respectively, and between the Eastern and Western Himalaya flora. A number of plant species are internationally threatened, several have not been recorded from elsewhere in Uttaranchal and two have not been recorded in Nanda Devi National Park. The diversity of threatened species of medicinal plants is higher than has been recorded in other Indian Himalayan protected areas. The entire Nanda Devi Biosphere Reserve lies within the Western Himalayas Endemic Bird Area (EBA). Seven restricted-range bird species are endemic to this part of the EBA.</p>",1988,79.66667,30.71667,71783,Natural,India,Asia and the Pacific,in
Kaziranga National Park,"<p>In the heart of Assam, this park is one of the last areas in eastern India undisturbed by a human presence. It is inhabited by the world's largest population of one-horned rhinoceroses, as well as many mammals, including tigers, elephants, panthers and bears, and thousands of birds.</p>",,1985,93.41666667,26.66666667,42996,Natural,India,Asia and the Pacific,in
Manas Wildlife Sanctuary,"<p>On a gentle slope in the foothills of the Himalayas, where wooded hills give way to alluvial grasslands and tropical forests, the Manas sanctuary is home to a great variety of wildlife, including many endangered species, such as the tiger, pygmy hog, Indian rhinoceros and Indian elephant.</p>",,1985,91.03055556,26.725,39100,Natural,India,Asia and the Pacific,in
Keoladeo National Park,"<p>This former duck-hunting reserve of the Maharajas is one of the major wintering areas for large numbers of aquatic birds from Afghanistan, Turkmenistan, China and Siberia. Some 364 species of birds, including the rare Siberian crane, have been recorded in the park.</p>",,1985,77.50861111,27.15888889,2873,Natural,India,Asia and the Pacific,in
Sundarbans National Park,"<p>The Sundarbans covers 10,000 km<sup>2</sup> of land and water (more than half of it in India, the rest in Bangladesh) in the Ganges delta. It contains the world's largest area of mangrove forests. A number of rare or endangered species live in the park, including tigers, aquatic mammals, birds and reptiles.</p>",,1987,88.89583333,21.945,133010,Natural,India,Asia and the Pacific,in
Buddhist Monuments at Sanchi,"<p>On a hill overlooking the plain and about 40 km from Bhopal, the site of Sanchi comprises a group of Buddhist monuments (monolithic pillars, palaces, temples and monasteries) all in different states of conservation most of which date back to the 2nd and 1st centuries B.C. It is the oldest Buddhist sanctuary in existence and was a major Buddhist centre in India until the 12th century A.D.</p>",,1989,77.73972,23.47944,0,Cultural,India,Asia and the Pacific,in
"Rani-ki-Vav (the Queen s Stepwell) at Patan, Gujarat","<p>Rani-ki-Vav, on the banks of the Saraswati River, was initially built as a memorial to a king in the 11th century AD. Stepwells are a distinctive form of subterranean water resource and storage systems on the Indian subcontinent, and have been constructed since the 3rd millennium BC. They evolved over time from what was basically a pit in sandy soil towards elaborate multi-storey works of art and architecture. Rani-ki-Vav was built at the height of craftsmens&rsquo; ability in stepwell construction and the Maru-Gurjara architectural style, reflecting mastery of this complex technique and great beauty of detail and proportions. Designed as an inverted temple highlighting the sanctity of water, it is divided into seven levels of stairs with sculptural panels of high artistic quality; more than 500 principle sculptures and over a thousand minor ones combine religious, mythological and secular imagery, often referencing literary works. The fourth level is the deepest and leads into a rectangular tank 9.5&nbsp;m by 9.4&nbsp;m, at a depth of 23&nbsp;m. The well is located at the westernmost end of the property and consists of a shaft 10&nbsp;m in diameter and 30&nbsp;m deep.</p>",,2014,72.10166667,23.85888889,4.68,Cultural,India,Asia and the Pacific,in
Rock Shelters of Bhimbetka,"<p>The Rock Shelters of Bhimbetka are in the foothills of the Vindhyan Mountains on the southern edge of the central Indian plateau. Within massive sandstone outcrops, above comparatively dense forest, are five clusters of natural rock shelters, displaying paintings that appear to date from the Mesolithic Period right through to the historical period. The cultural traditions of the inhabitants of the twenty-one villages adjacent to the site bear a strong resemblance to those represented in the rock paintings.</p>","<p>Criterion (iii): Bhimbetka reflects a long interaction between people and the landscape, as demonstrated in the quantity and quality of its rock art. Criterion (v): Bhimbetka is closely associated with a hunting and gathering economy as demonstrated in the rock art and in the relicts of this tradition in the local adivasi villages on the periphery of this site.</p>",2003,77.58333333,22.92777778,1893,Cultural,India,Asia and the Pacific,in
Mountain Railways of India,"<p>This site includes three railways. The Darjeeling Himalayan Railway was the first, and is still the most outstanding, example of a hill passenger railway. Opened in 1881, its design applies bold and ingenious engineering solutions to the problem of establishing an effective rail link across a mountainous terrain of great beauty. The construction of the Nilgiri Mountain Railway, a 46-km long metre-gauge single-track railway in Tamil Nadu State was first proposed in 1854, but due to the difficulty of the mountainous location the work only started in 1891 and was completed in 1908. This railway, scaling an elevation of 326 m to 2,203 m, represented the latest technology of the time. The Kalka Shimla Railway, a 96-km long, single track working rail link built in the mid-19th century to provide a service to the highland town of Shimla is emblematic of the technical and material efforts to disenclave mountain populations through the railway. All three railways are still fully operational.</p>",,1999,76.93583,11.51028,88.99,Cultural,India,Asia and the Pacific,in
Chhatrapati Shivaji Terminus (formerly Victoria Terminus),"<p>The Chhatrapati Shivaji Terminus, formerly known as Victoria Terminus Station, in Mumbai, is an outstanding example of Victorian Gothic Revival architecture in India, blended with themes deriving from Indian traditional architecture. The building, designed by the British architect F. W. Stevens, became the symbol of Bombay as the &lsquo;Gothic City&rsquo; and the major international mercantile port of India. The terminal was built over 10 years, starting in 1878, according to a High Victorian Gothic design based on late medieval Italian models. Its remarkable stone dome, turrets, pointed arches and eccentric ground plan are close to traditional Indian palace architecture. It is an outstanding example of the meeting of two cultures, as British architects worked with Indian craftsmen to include Indian architectural tradition and idioms thus forging a new style unique to Bombay.</p>","<p><em>Criterion (ii):</em> Chhatrapati Shivaji Terminus of Mumbai (formerly Bombay) exhibits an important interchange of influences from Victorian Italianate Gothic Revival architecture, and from Indian traditional buildings. It became a symbol for Mumbai as a major mercantile port city on the Indian Subcontinent within the British Commonwealth.</p> <p><em>Criterion (iv):</em> Chhatrapati Shivaji Terminus is an outstanding example of late 19th century railway architecture in the British Commonwealth, characterized by Victorian Gothic Revival and traditional Indian features, as well as its advanced structural and technical solutions.</p>",2004,72.83620278,18.94012222,2.85,Cultural,India,Asia and the Pacific,in
Mahabodhi Temple Complex at Bodh Gaya,"<p>The Mahabodhi Temple Complex is one of the four holy sites related to the life of the Lord Buddha, and particularly to the attainment of Enlightenment. The first temple was built by Emperor Asoka in the 3rd century B.C., and the present temple dates from the 5th or 6th centuries. It is one of the earliest Buddhist temples built entirely in brick, still standing in India, from the late Gupta period.</p>","<p>Criterion (i): The grand 50m high Mahabodhi Temple of the 5th-6th centuries is of immense importance, being one of the earliest temple constructions existing in the Indian sub-continent. It is one of the few representations of the architectural genius of the Indian people in constructing fully developed brick temples in that era.</p> <p>Criterion (ii): The Mahabodhi Temple, one of the few surviving examples of early brick structures in India, has had significant influence in the development of architecture over the centuries.</p> <p>Criterion (iii): The site of the Mahabodhi Temple provides exceptional records for the events associated with the life of Buddha and subsequent worship, particularly since Emperor Asoka built the first temple, the balustrades, and the memorial column.</p> <p>Criterion (iv): The present Temple is one of the earliest and most imposing structures built entirely in brick from the late Gupta period. The sculpted stone balustrades are an outstanding early example of sculptural reliefs in stone.</p> <p>Criterion (vi): The Mahabodhi Temple Complex in Bodh Gaya has direct association with the life of the Lord Buddha, being the place where He attained the supreme and perfect insight.</p>",2002,84.99389,24.69528,4.86,Cultural,India,Asia and the Pacific,in
Champaner-Pavagadh Archaeological Park,"<p>A concentration of largely unexcavated archaeological, historic and living cultural heritage properties cradled in an impressive landscape which includes prehistoric (chalcolithic) sites, a hill fortress of an early Hindu capital, and remains of the 16th-century capital of the state of Gujarat. The site also includes, among other vestiges, fortifications, palaces, religious buildings, residential precincts, agricultural structures and water installations, from the 8th to 14th centuries. The Kalikamata Temple on top of Pavagadh Hill is considered to be an important shrine, attracting large numbers of pilgrims throughout the year. The site is the only complete and unchanged Islamic pre-Mughal city.</p>","<p><em>Criterion (iii):</em> The Champaner-Pavagadh Archaeological Park with its ancient Hindu architecture, temples and special water retaining installations together with its religious, military and agricultural structures, dating back to the regional Capital City built by Mehmud Begda in the 16th century, represents cultures which have disappeared.</p> <p><em>Criterion (iv):</em> The structures represent a perfect blend of Hindu-Moslem architecture, mainly in the Great Mosque (Jami Masjid), which was a model for later mosque architecture in India. This special style comes from the significant period of regional sultanates.</p> <p><em>Criterion (v):</em> The Champaner-Pavagadh Archaeological Park is an outstanding example of a very short living Capital, making the best use of its setting, topography and natural features. It is quite vulnerable due to abandonment, forest takeover and modern life.</p> <p><em>Criterion (vi):</em> The Champaner-Pavagadh Archaeological Park is a place of worship and continuous pilgrimage for Hindu believers.</p>",2004,73.53333333,22.48333333,1328.89,Cultural,India,Asia and the Pacific,in
"The Jantar Mantar, Jaipur","<p>The Jantar Mantar, in Jaipur, is an astronomical observation site built in the early 18th century. It includes a set of some 20 main fixed instruments. They are monumental examples in masonry of known instruments but which in many cases have specific characteristics of their own. Designed for the observation of astronomical positions with the naked eye, they embody several architectural and instrumental innovations. This is the most significant, most comprehensive, and the best preserved of India's historic observatories. It is an expression of the astronomical skills and cosmological concepts of the court of a scholarly prince at the end of the Mughal period.</p>",,2010,75.825,26.92472222,1.8652,Cultural,India,Asia and the Pacific,in
Western Ghats,"<p>Older than the Himalaya mountains, the mountain chain of the Western Ghats represents geomorphic features of immense importance with unique biophysical and ecological processes. The site&rsquo;s high montane forest ecosystems influence the Indian monsoon weather pattern. Moderating the tropical climate of the region, the site presents one of the best examples of the monsoon system on the planet. It also has an exceptionally high level of biological diversity and endemism and is recognized as one of the world&rsquo;s eight &lsquo;hottest hotspots&rsquo; of biological diversity. The forests of the site include some of the best representatives of non-equatorial tropical evergreen forests anywhere and are home to at least 325 globally threatened flora, fauna, bird, amphibian, reptile and fish species.</p>",,2012,77.24972222,8.529722222,795315,Natural,India,Asia and the Pacific,in
Great Himalayan National Park Conservation Area,"<p>This National Park in the western part of the Himalayan Mountains in the northern Indian state of Himachal Pradesh is characterized by high alpine peaks, alpine meadows and riverine forests. The 90,540&nbsp;ha property includes the upper mountain glacial and snow meltwater sources of several rivers, and the catchments of water supplies that are vital to millions of downstream users. The GHNPCA protects the monsoon-affected forests and alpine meadows of the Himalayan front ranges. It is part of the Himalaya biodiversity hotspot and includes twenty-five forest types along with a rich assemblage of fauna species, several of which are threatened. This gives the site outstanding significance for biodiversity conservation.</p>",,2014,77.58333333,31.83333333,90540,Natural,India,Asia and the Pacific,in
Victorian Gothic and Art Deco Ensembles of Mumbai,"<p>Having become a global trading centre, the city of Mumbai implemented an ambitious urban planning project in the second half of the 19th century. It led to the construction of ensembles of public buildings bordering the Oval Maidan open space, first in the Victorian Neo-Gothic style and then, in the early 20th century, in the Art Deco idiom. The Victorian ensemble includes Indian elements suited to the climate, including balconies and verandas. The Art Deco edifices, with their cinemas and residential buildings, blend Indian design with Art Deco imagery, creating a unique style that has been described as<em> Indo-Deco</em>. These two ensembles bear testimony to the phases of modernization that Mumbai has undergone in the course of the 19th and 20th centuries.</p>",,2018,72.83008333,18.92980556,66.34,Cultural,India,Asia and the Pacific,in
"Archaeological Site of Nalanda <i>Mahavihara</i> at Nalanda, Bihar","<p>The Nalanda <em>Mahavihara</em> site is in the State of Bihar, in north-eastern India. It comprises the archaeological remains of a monastic and scholastic institution dating from the 3rd century BCE to the 13th century CE. It includes <em>stupas</em>, shrines, <em>viharas</em> (residential and educational buildings) and important art works in stucco, stone and metal. Nalanda stands out as the most ancient university of the Indian Subcontinent. It engaged in the organized transmission of knowledge over an uninterrupted period of 800 years. The historical development of the site testifies to the development of Buddhism into a religion and the flourishing of monastic and educational traditions.</p>",,2016,85.44388889,25.13666667,23,Cultural,India,Asia and the Pacific,in
Khangchendzonga National Park,"<p>Located at the heart of the Himalayan range in northern India (State of Sikkim), the Khangchendzonga National Park includes a unique diversity of plains, valleys, lakes, glaciers and spectacular, snow-capped mountains covered with ancient forests, including the world s third highest peak, Mount Khangchendzonga. Mythological stories are associated with this mountain and with a great number of natural elements (caves, rivers, lakes, etc.) that are the object of worship by the indigenous people of Sikkim. The sacred meanings of these stories and practices have been integrated with Buddhist beliefs and constitute the basis for Sikkimese identity.</p>",,2016,88.37722222,27.76472222,178400,Mixed,India,Asia and the Pacific,in
Historic City of Ahmadabad,"<p>The walled city of Ahmadabad, founded by Sultan Ahmad Shah in the 15th century, on the eastern bank of the Sabarmati river, presents a rich architectural heritage from the sultanate period, notably the Bhadra citadel, the walls and gates of the Fort city and numerous mosques and tombs as well as important Hindu and Jain temples of later periods. The urban fabric is made up of densely-packed traditional houses (<em>pols</em>) in gated traditional streets (<em>puras</em>) with characteristic features such as bird feeders, public wells and religious institutions. The city continued to flourish as the capital of the State of Gujarat for six centuries, up to the present.</p> <span></span>",,2017,72.58805556,23.02638889,535.7,Cultural,India,Asia and the Pacific,in
Borobudur Temple Compounds,"<p>This famous Buddhist temple, dating from the 8th and 9th centuries, is located in central Java. It was built in three tiers: a pyramidal base with five concentric square terraces, the trunk of a cone with three circular platforms and, at the top, a monumental stupa. The walls and balustrades are decorated with fine low reliefs, covering a total surface area of 2,500 m<sup>2</sup>. Around the circular platforms are 72 openwork stupas, each containing a statue of the Buddha. The monument was restored with UNESCO's help in the 1970s.</p>",,1991,110.20361,-7.60778,25.51,Cultural,Indonesia,Asia and the Pacific,id
Sangiran Early Man Site,"<p>Excavations here from 1936 to 1941 led to the discovery of the first hominid fossil at this site. Later, 50 fossils of <em>Meganthropus palaeo</em> and <em>Pithecanthropus erectus/Homo erectus</em> were found &ndash; half of all the world's known hominid fossils. Inhabited for the past one and a half million years, Sangiran is one of the key sites for the understanding of human evolution.</p>",<p>The Committee decided to inscribe the nominated site under cultural criteria (iii) and (vi) as one of the key sites for the understanding of human evolution that admirably illustrates the development of Homo sapiens sapiens from the Lower Pleistocene to the present through the outstanding fossil and artefactual material that it has produced.</p>,1996,110.8166667,-7.4,5600,Cultural,Indonesia,Asia and the Pacific,id
Ujung Kulon National Park,"<p>This national park, located in the extreme south-western tip of Java on the Sunda shelf, includes the Ujung Kulon peninsula and several offshore islands and encompasses the natural reserve of Krakatoa. In addition to its natural beauty and geological interest &ndash; particularly for the study of inland volcanoes &ndash; it contains the largest remaining area of lowland rainforests in the Java plain. Several species of endangered plants and animals can be found there, the Javan rhinoceros being the most seriously under threat.</p>",,1991,105.3333333,-6.75,78525,Natural,Indonesia,Asia and the Pacific,id
Komodo National Park,"<p>These volcanic islands are inhabited by a population of around 5,700 giant lizards, whose appearance and aggressive behaviour have led to them being called 'Komodo dragons'. They exist nowhere else in the world and are of great interest to scientists studying the theory of evolution. The rugged hillsides of dry savannah and pockets of thorny green vegetation contrast starkly with the brilliant white sandy beaches and the blue waters surging over coral.</p>",,1991,119.48944,-8.54333,219322,Natural,Indonesia,Asia and the Pacific,id
Prambanan Temple Compounds,"<p>Built in the 10th century, this is the largest temple compound dedicated to Shiva in Indonesia. Rising above the centre of the last of these concentric squares are three temples decorated with reliefs illustrating the epic of the <em>Ramayana</em>, dedicated to the three great Hindu divinities (Shiva, Vishnu and Brahma) and three temples dedicated to the animals who serve them.</p>",,1991,110.49167,-7.75222,0,Cultural,Indonesia,Asia and the Pacific,id
Lorentz National Park,"<p>Lorentz National Park (2.35 million ha) is the largest protected area in South-East Asia. It is the only protected area in the world to incorporate a continuous, intact transect from snowcap to tropical marine environment, including extensive lowland wetlands. Located at the meeting-point of two colliding continental plates, the area has a complex geology with ongoing mountain formation as well as major sculpting by glaciation. The area also contains fossil sites which provide evidence of the evolution of life on New Guinea, a high level of endemism and the highest level of biodiversity in the region.</p>","<p>The site is the largest protected area in Southeast Asia (2.35 mil. ha.) and the only protected area in the world which incorporates a continuous, intact transect from snow cap to tropical marine environment, including extensive lowland wetlands. Located at the meeting point of two colliding continental plates, the area has a complex geology with on-going mountain formation as well as major sculpting by glaciation and shoreline accretion which has formed much of the lowland areas. These processes have led to a high level of endemism and the area supports the highest level of biodiversity in the region. The area also contains fossil sites that record the evolution of life on New Guinea.</p>",1999,137.83333,-4.75,2350000,Natural,Indonesia,Asia and the Pacific,id
Tropical Rainforest Heritage of Sumatra,"<p>The 2.5 million hectare Tropical Rainforest Heritage of Sumatra site comprises three national parks: Gunung Leuser National Park, Kerinci Seblat National Park and Bukit Barisan Selatan National Park. The site holds the greatest potential for long-term conservation of the distinctive and diverse biota of Sumatra, including many endangered species. The protected area is home to an estimated 10,000 plant species, including 17 endemic genera; more than 200 mammal species; and some 580 bird species of which 465 are resident and 21 are endemic. Of the mammal species, 22 are Asian, not found elsewhere in the archipelago and 15 are confined to the Indonesian region, including the endemic Sumatran orang-utan. The site also provides biogeographic evidence of the evolution of the island.</p>","<p><strong>Criterion (vii):</strong> The parks that comprise the Tropical Rainforest Heritage of Sumatra are all located on the prominent main spine of the Bukit Barisan Mountains, known as the 'Andes of Sumatra'. Outstanding scenic landscapes abound at all scales. The mountains of each site present prominent mountainous backdrops to the settled and developed lowlands of Sumatra. The combination of the spectacularly beautiful Lake Gunung Tujuh (the highest lake in southeast Asia), the magnificence of the giant Mount Kerinci volcano, numerous small volcanic, coastal and glacial lakes in natural forested settings, fumaroles belching smoke from forested mountains and numerous waterfalls and cave systems in lush rainforest settings, emphazise the outstanding beauty of the Tropical Rainforest Heritage of Sumatra.</p> <p><strong>Criterion (ix):</strong> The Tropical Rainforest Heritage of Sumatra represent the most important blocks of forest on the island of Sumatra for the conservation of the biodiversity of both lowland and mountain forests. This once vast island of tropical rainforest, in the space of only 50 years, has been reduced to isolated remnants including those centred on the three nominated sites. The Leuser Ecosystem, including the Gunung Leuser National Park, is by far the largest and most significant forest remnant remaining in Sumatra. All three parks would undoubtedly have been important climatic refugia for species over evolutionary time and have now become critically important refugia for future evolutionary processes.</p> <p><strong>Criterion (x):</strong> All three parks that comprise the Tropical Rainforest Heritage of Sumatra are areas of very diverse habitat and exceptional biodiversity. Collectively, the three sites include more than 50% of the total plant diversity of Sumatra. At least 92 local endemic species have been identified in Gunung Leuser National Park. The nomination contains populations of both the world s largest flower (Rafflesia arnoldi) and the tallest flower (Amorphophallus titanium). The relict lowland forests in the nominated sites are very important for conservation of the plant and animal biodiversity of the rapidly disappearing lowland forests of South East Asia. Similarly, the montane forests, although less threatened, are very important for conservation of the distinctive montane vegetation of the property.</p>",2004,101.5,-2.5,2595124,Natural,Indonesia,Asia and the Pacific,id
Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,"<p>The cultural landscape of Bali consists of five rice terraces and their water temples that cover 19,500&nbsp;ha. The temples are the focus of a cooperative water management system of canals and weirs, known as <em>subak,</em> that dates back to the 9th century. Included in the landscape is the 18th-century Royal Water Temple of Pura Taman Ayun, the largest and most impressive architectural edifice of its type on the island. The <em>subak</em> reflects the philosophical concept of <em>Tri Hita Karana</em>, which brings together the realms of the spirit, the human world and nature. This philosophy was born of the cultural exchange between Bali and India over the past 2,000 years and has shaped the landscape of Bali. The <em>subak </em>system of democratic and egalitarian farming practices has enabled the Balinese to become the most prolific rice growers in the archipelago despite the challenge of supporting a dense population.</p>",,2012,115.4027778,-8.259166667,19519.9,Cultural,Indonesia,Asia and the Pacific,id
Tchogha Zanbil,"<p>The ruins of the holy city of the Kingdom of Elam, surrounded by three huge concentric walls, are found at Tchogha Zanbil. Founded c. 1250 B.C., the city remained unfinished after it was invaded by Ashurbanipal, as shown by the thousands of unused bricks left at the site.</p>",,1979,48.53333333,32.0833,0,Cultural,Iran (Islamic Republic of),Asia and the Pacific,ir
Persepolis,"<p>Founded by Darius I in 518 B.C., Persepolis was the capital of the Achaemenid Empire. It was built on an immense half-artificial, half-natural terrace, where the king of kings created an impressive palace complex inspired by Mesopotamian models. The importance and quality of the monumental ruins make it a unique archaeological site.</p>",,1979,52.89028,29.93444,12.5,Cultural,Iran (Islamic Republic of),Asia and the Pacific,ir
"Meidan Emam, Esfahan","<p>Built by Shah Abbas I the Great at the beginning of the 17th century, and bordered on all sides by monumental buildings linked by a series of two-storeyed arcades, the site is known for the Royal Mosque, the Mosque of Sheykh Lotfollah, the magnificent Portico of Qaysariyyeh and the 15th-century Timurid palace. They are an impressive testimony to the level of social and cultural life in Persia during the Safavid era.</p>",,1979,51.67777778,32.65745,0,Cultural,Iran (Islamic Republic of),Asia and the Pacific,ir
Takht-e Soleyman,"<p>The archaeological site of Takht-e Soleyman, in north-western Iran, is situated in a valley set in a volcanic mountain region. The site includes the principal Zoroastrian sanctuary partly rebuilt in the Ilkhanid (Mongol) period (13th century) as well as a temple of the Sasanian period (6th and 7th centuries) dedicated to Anahita. The site has important symbolic significance. The designs of the fire temple, the palace and the general layout have strongly influenced the development of Islamic architecture.</p>","<p>Criterion i: <br /> Takht-e Soleyman is an outstanding ensemble of royal architecture, joining the principal architectural elements created by the Sasanians in a harmonious composition inspired by their natural context.</p> <p>Criterion ii: <br /> The composition and the architectural elements created by the Sasanians at Takht-e Soleyman have had strong influence not only in the development of religious architecture in the Islamic period, but also in other cultures.</p> <p>Criterion iii: <br /> The ensemble of Takht-e Soleyman is an exceptional testimony of the continuation of cult related to fire and water over a period of some two and half millennia. The archaeological heritage of the site is further enriched by the Sasanian town, which is still to be excavated.</p> <p>Criterion iv: <br /> Takht-e Soleyman represents an outstanding example of Zoroastrian sanctuary, integrated with Sasanian palatial architecture within a composition, which can be seen as a prototype.</p> <p>Criterion vi: <br /> As the principal Zoroastrian sanctuary, Takht-e Soleyman is the foremost site associated with one of the early monotheistic religions of the world. The site has many important symbolic relationships, being also a testimony of the association of the ancient beliefs, much earlier than the Zoroastrianism, as well as in its association with significant biblical figures and legends.</p>",2003,47.235,36.60388889,10,Cultural,Iran (Islamic Republic of),Asia and the Pacific,ir
Pasargadae,"<p>Pasargadae was the first dynastic capital of the Achaemenid Empire, founded by Cyrus II the Great, in Pars, homeland of the Persians, in the 6th century BC. Its palaces, gardens and the mausoleum of Cyrus are outstanding examples of the first phase of royal Achaemenid art and architecture and exceptional testimonies of Persian civilization. Particularly noteworthy vestiges in the 160-ha site include: the Mausoleum of Cyrus II; Tall-e Takht, a fortified terrace; and a royal ensemble of gatehouse, audience hall, residential palace and gardens. Pasargadae was the capital of the first great multicultural empire in Western Asia. Spanning the Eastern Mediterranean and Egypt to the Hindus River, it is considered to be the first empire that respected the cultural diversity of its different peoples. This was reflected in Achaemenid architecture, a synthetic representation of different cultures.</p>","<p><em>Criterion (i):</em> Pasargadae is the first outstanding expression of the royal Achaemenid architecture.</p> <p><em>Criterion (ii):</em> The dynastic capital of Pasargadae was built by Cyrus the Great with a contribution by different peoples of the empire created by him. It became a fundamental phase in the evolution of the classic Persian art and architecture.</p> <p><em>Criterion (iii):</em> The archaeological site of Pasargadae with its palaces, gardens, and the tomb of the founder of the dynasty, Cyrus the Great, represents an exceptional testimony to the Achaemenid civilisation in Persia.</p> <p><em>Criterion (iv):</em> The &lsquo;Four Gardens&rsquo; type of royal ensemble, which was created in Pasargadae became a prototype for Western Asian architecture and design.</p>",2004,53.16729,30.19383,159.65,Cultural,Iran (Islamic Republic of),Asia and the Pacific,ir
Soltaniyeh,"<p>The mausoleum of Oljaytu was constructed in 1302&ndash;12 in the city of Soltaniyeh, the capital of the Ilkhanid dynasty, which was founded by the Mongols. Situated in the province of Zanjan, Soltaniyeh is one of the outstanding examples of the achievements of Persian architecture and a key monument in the development of its Islamic architecture. The octagonal building is crowned with a 50 m tall dome covered in turquoise-blue faience and surrounded by eight slender minarets. It is the earliest existing example of the double-shelled dome in Iran. The mausoleum&rsquo;s interior decoration is also outstanding and scholars such as A.U. Pope have described the building as &lsquo;anticipating the Taj Mahal&rsquo;.</p>","<p><em>Criterion (ii): </em> The Mausoleum of Oljaytu forms an essential link in the development of the Islamic architecture in central and western Asia, from the classical Seljuk phase into the Timurid period. This is particularly relevant to the double-shell structure and the elaborate use of materials and themes in the decoration.</p> <p><em>Criterion (iii): </em> Soltaniyeh as the ancient capital of the Ilkhanid dynasty represents an exceptional testimony to the history of the 13th and 14th centuries.</p> <p><em>Criterion (iv): </em> The Mausoleum of Oljaytu represents an outstanding achievement in the development of Persian architecture particularly in the Ilkhanid period, characterized by its innovative engineering structure, spatial proportions, architectural forms and the decorative patterns and techniques.</p>",2005,48.79667,36.43528,790.14,Cultural,Iran (Islamic Republic of),Asia and the Pacific,ir
Bam and its Cultural Landscape,"<p>Bam is situated in a desert environment on the southern edge of the Iranian high plateau. The origins of Bam can be traced back to the Achaemenid period (6th to 4th centuries BC). Its heyday was from the 7th to 11th centuries, being at the crossroads of important trade routes and known for the production of silk and cotton garments. The existence of life in the oasis was based on the underground irrigation canals, the qan ts, of which Bam has preserved some of the earliest evidence in Iran. Arg-e Bam is the most representative example of a fortified medieval town built in vernacular technique using mud layers (<em>Chineh</em> ).</p>","<p><em>Criterion (ii):</em> Bam developed at the crossroads of important trade routes at the southern side of the Iranian high plateau, and it became an outstanding example of the interaction of the various influences.</p> <p><em>Criterion (iii):</em> The Bam and its Cultural Landscape represents an exceptional testimony to the development of a trading settlement in the desert environment of the Central Asian region.</p> <p><em>Criterion (iv):</em> The city of Bam represents an outstanding example of a fortified settlement and citadel in the Central Asian region, based on the use mud layer technique (Chineh) combined with mud bricks (Khesht).</p> <p><em>Criterion (v):</em> The cultural landscape of Bam is an outstanding representation of the interaction of man and nature in a desert environment, using the qanats. The system is based on a strict social system with precise tasks and responsibilities, which have been maintained in use until the present, but has now become vulnerable to irreversible change.</p>",2004,58.36666667,29.11683,0,Cultural,Iran (Islamic Republic of),Asia and the Pacific,ir
